label,teks,emotion
0,aku merasa busuk lagi,Sadness
1,aku bisa merasakan betapa istimewanya dia dari cara ayah mertuaku berbicara tentangnya,Joy
2,"aku merasa seperti ikan sarden, aku menyukai sesuatu yang empuk tetapi gayku sepertinya tidak cukup",Love
3,aku merasa terhina oleh sfi,Anger
1,saya memilihnya untuk musim dingin meskipun barry m merilisnya selama koleksi musim panas mereka karena menurut saya ini menangkap suasana dingin sempurna yang anda dapatkan saat keluar dari pintu pada malam musim dingin yang sangat dingin,Joy
0,saya merasa seperti orang kedua yang menjadi target kosong href http www,Sadness
0,aku merasakan rasa kehilangan yang tragis yang aku tolak demi kewarasanku yang telah memburuk dalam hal ini,Sadness
0,aku menyebutkan bahwa aku merasa terisolasi dan orang-orang dalam hidupku berusaha membantu,Sadness
0,"aku merasa murung dan tertekan, tidak ada yang lebih diperhitungkan untuk membuat kita mendung selain hari hujan",Sadness
0,aku mengenakan gaun tartanku sebagai semacam pakaian berkabung untuk alexander mcqueen yang membuatku merasa sangat terpukul,Sadness
0,aku merasa menyesal karena tidak memilih gula selama sebulan,Sadness
1,aku merasa gebetanku yang kusebut tampan mengabaikanku,Joy
0,aku duduk di sudut kantin dengan perasaan sedikit suram sedangkan cuacanya sesuai dengan suasana hatiku,Sadness
3,"menurutku, berjalan di atas kulit telur menciptakan tampilan mata netral yang cantik dan ini adalah sesuatu yang cocok untukku jika aku merasa terburu-buru dan tidak dapat melihat dengan cepat.",Anger
0,saya merasa itu harus diabaikan sepenuhnya,Sadness
0,aku merasa lelah dan kecewa,Sadness
0,aku merasa ini lebih pendek meskipun rasanya aku tidak bahagia selamanya,Sadness
1,saya akan menghabiskan waktu berjam-jam untuk mempersiapkan pertemuan dengan supervisor saya dan merasa yakin bahwa saya telah berhasil,Joy
0,saya merasa mereka pantas mengetahuinya dan hal ini membantu untuk membuktikan perasaan saya. saya menjalankan diri saya melalui roller coaster emosional dalam upaya mendapatkan penutupan dan kepuasan dalam setiap hubungan,Sadness
0,"aku tidak bisa melawan perasaan ini lagi dan tiba-tiba aku berada di film tahun delapan puluhan yang membosankan, menari sambil menggantung pakaian",Sadness
0,aku merasakan dan mematahkan tanganku. dia bilang padaku bahwa dia tidak punya waktu untuk berbicara dan pergi ke ruang gawat darurat,Sadness
4,"aku merasa sangat malu karena aku biasa menggoda pria itu dengan nama gadis lain, sekarang aku terlihat bodoh",Fear
0,"aku bisa saja berpaling pada mereka, tapi aku merasa aku tidak diterima",Sadness
0,harus kukatakan aku menghabiskan cukup banyak waktu untuk mendapatkan informasi baru tapi aku masih merasa sangat bodoh apa ini,Sadness
0,aku merasa aku juga merasa seperti palsu,Sadness
0,aku benci kalau aku harus merasa malu bukan hanya karena rasku tapi juga genderku,Sadness
1,aku merasa aku seharusnya sangat gembira saat ini,Joy
3,aku merasa aku harus membawamu ke bawah sayapku untuk melindungimu dari predator buas yang berkeliaran di aula hal mengerikan yang kita sebut internet,Anger
1,yang aku rasakan ketika aku berenang bergelar sweet mother of god sweet mother of god,Joy
1,aku juga merasa berharap pada mereka,Joy
1,"aku merasa lega ketika melihat sekeliling dan menyadari bahwa rumah itu tampak seperti rumah, bukan gubuk radio, dan itu membuatku bahagia",Joy
4,"aku akan merasa lebih ragu tentang hal ini jika manley dan aku tidak berbicara seperti yang kita lakukan beberapa minggu terakhir, terutama beberapa hari terakhir",Fear
2,aku merasakan sesuatu tapi termoil segera mengambil alih dan aku berpikir bagaimana aku bisa dicintai ketika aku tidak tahu tujuanku,Love
0,"aku melakukannya hanya untuk mengimbangi ian, tapi sebenarnya aku merasa tidak enak karenanya dan berharap bisa berkencan dengan ian",Sadness
1,"aku merasa senang hidup, merasa terhormat berada di dunia dimana ini ada, merasa terhormat menjadi bagian dari keluarga manusia dimana sesama makhluk dapat menciptakan keindahan seperti itu.",Joy
1,aku merasa sangat gembira selama ini terutama karena aku sangat khawatir karena menjadi satu-satunya orang di kelasku yang mengikuti standku,Joy
0,akhir-akhir ini aku merasa kesepian dan aku tidak tahu kenapa,Sadness
0,aku pikir aku juga merasa sentimental akhir-akhir ini,Sadness
0,aku tidak merasa malu dengan angka-angka itu karena aku tidak tahu apa maksudnya,Sadness
4,saya merasa sangat ragu-ragu dalam hal pembelian pakaian,Fear
3,aku merasa kesal tentang hal ini hari ini,Anger
1,saya merasa ini adalah buku yang ramah dan membantu dalam melukis,Joy
1,aku merasa sedikit cemburu karena bukan aku yang bisa menghabiskan hari bersamanya. aku senang dia berada di tangan yang baik,Joy
0,saya merasa terisolasi berada jauh di sini ketika banyak jet yang bekerja di kota ini lebih dekat ke pusat kota tetapi di sisi lain ada banyak toko di sekitar,Sadness
1,aku harus bersandar pada hal itu agar aku merasa berharga,Joy
0,aku senang merasakan gerakan lily dan sangat merindukannya,Sadness
1,saya selalu merasa bertekad untuk menyelesaikannya,Joy
0,aku merasa benar-benar bingung dan tidak berdaya untuk memecahkan misteri ini,Sadness
3,"saya merasa diserang atau dihina, ada gunanya menyadari bahwa gagasan menyerang masih hidup dan tertanam dalam pikiran saya",Anger
1,saya merasa cukup senang dengan lari ini,Joy
2,aku merasa bisa mengutarakan apa yang ada di pikiranku dan menjadi suara yang memperjuangkan musik jazz kesayanganku,Love
0,"aku punya firasat, leherku sakit dan judulku patah aku melihatmu dalam mimpi aku masih belum tahu namamu ini untuk laki-laki kupikir aku menulis lagu epilognya sakit aku ingin kamu mendengarkan aku mencoba sebatang rokok tanah bab kulit yang tidak bisa tidur",Sadness
1,"aku akhirnya memutuskan kesempatan kedua bagi kayla, tapi aku merasa seperti terpesona oleh film yang bahkan tidak begitu populer",Joy
1,aku tidak ingin membahas alasan-alasan itu sekarang sampai aku merasa sudah menyelesaikannya sendiri,Joy
2,saya hanya merasa bahwa penggemar setia wigan lebih menginginkan kemenangan daripada saya dan mereka akan sangat gembira dengan hasil positif dibandingkan saya.,Love
4,"aku merasa agak gemetar dan gelisah, tapi menghubungkannya dengan kesadaran diriku yang biasa dan new orleans seperti cuaca derajat kelembapan",Fear
1,menurutku ramah,Joy
0,saya merasa seolah-olah saya adalah individu yang dianiaya,Sadness
1,"saya merasa sangat terhormat bisa dimasukkan dalam majalah yang mengedepankan kesehatan dan hidup bersih, jadi saya sangat penasaran apakah ada di antara anda yang membaca majalah yang peduli dengan kesehatan dan gaya hidup bersih seperti green parent.",Joy
1,"aku tidak yakin bagaimana menjelaskan perasaanku secara akurat, jadi aman untuk mengatakan bahwa ini hanyalah aliran kesadaran yang kohesif.",Joy
1,aku diberi permen untuk halloween oleh rekanku yang lain dan itu meningkatkan kadar gulaku hingga membuatku terkikik,Joy
3,aku merasa aku tidak bisa diganggu,Anger
1,saya merasa seperti saya masih bisa mengiriminya email dan dia akan menerimanya dan membalasnya dengan gayanya yang ramah namun segar,Joy
0,aku rindu melihat seseorang yang lebih hancur dariku karena di sini aku hanya bisa melihat orang-orang puas dengan dirinya sendiri dan aku benci mereka karenanya aku ingin mereka merasakan bagaimana rasanya terus menerus merasa tidak puas pada dirimu sendiri aku ingin mereka merasakan bagaimana rasanya menjadi diriku,Sadness
0,"aku suka keluar dari gym sambil berkeringat, perasaan seperti baru saja selesai berolahraga, tapi sejauh ini aku belum benar-benar berkeringat",Sadness
0,aku merasakan kamu menarik napas dalam-dalam dan tubuhmu semakin sakit,Sadness
0,saya melihat fanart orang lain jelas lebih unggul dan saya merasa kecewa,Sadness
0,aku merasa sikap murungku agak mirip dengan permainannya,Sadness
1,saya merasa seolah-olah saya kurang produktif dan saya hanya bisa membayangkan betapa lelahnya saya setelah sekolah dimulai lagi,Joy
4,saya gugup dan merasa sedikit malu,Fear
1,aku membuat daftar tempat-tempat di mana aku tahu aku akan merasa santai dan puas dan di mana aku akan fokus pada lebih dari sekedar diriku sendiri dan apa pun yang menggangguku,Joy
3,saya merasa ada orang lain yang tidak benar-benar memahami industri kita datang untuk mengambil gaji itu. saya jadi agak kesal karenanya,Anger
0,aku merasa seperti aku satu-satunya yang tinggal di tanah paku yang dicat tidak bahagia,Sadness
1,aku merasa aku cenderung terlalu santai atau terlalu tulus,Joy
1,"aku merasa ingin berpetualang pada hari selasa, jadi setelah meminta kucing memasak tiga pancake, aku kemudian memutuskan untuk memberikan kesempatan isian yang berbeda untuk menggelitik seleraku.",Joy
0,"aku tidak bisa menjelaskannya tanpa merasa tidak berterima kasih atau jahat, yang sama sekali bukan maksudku",Sadness
1,saya bisa merasakan sayatannya tetapi saya bisa merasakan sesuatu dan itu tidak menyenangkan,Joy
5,aku berharap ini karena aku merasa orang-orang yang ingin aku buat terkesan mungkin akan lebih terkesan padaku jika aku laki-laki,Surprise
5,aku merasa terkejut tapi menurutku itu adalah ibu dan sepupuku yang membuatku sangat sedih,Surprise
3,saya merasa sangat marah karena kanker perlahan membunuh ayah saya,Anger
1,berat badan saya benar-benar turun cukup banyak. saya perlu menurunkannya dan merasa luar biasa,Joy
0,menurutku aku merasa disalahgunakan,Sadness
0,aku hanya merasa seperti nyamuk karena aku merengek dan mengeluh,Sadness
1,aku harus mengatakan bahwa aku merasa lebih baik dalam diriku sendiri dan aku sangat bersemangat mencapai penayangan untuk blog kesayanganku. aku suka memakai celana ketat,Joy
1,"aku melakukannya dan aku merasa seperti sudah duduk di ruang tunggu selama sepuluh tahun terakhir, sesekali dihibur oleh orang yang lewat dan memaafkan klise itu, tapi kawan",Joy
4,"saya membaca beberapa penelitian yang mengatakan bahwa tindakan kebaikan secara acak mungkin bukan yang terbaik karena alih-alih merasa baik hati, orang merasa skeptis",Fear
1,saya merasa bahwa karya musik yang indah ini adalah yang tepat,Joy
1,"saya merasa bahwa meminjam uang adalah hal yang dapat diterima, namun kita sudah mempunyai kebiasaan buruk yang membiarkan politisi yang keinginannya hanya ingin terpilih kembali untuk memegang kendali atas kotak uang",Joy
3,saya berpikir untuk mewarnai rambut saya menjadi ungu karena saya merasa gelisah dan membutuhkan perubahan,Anger
0,menurutku mabuk terasa seperti sakit kepala tumpul dan mata berat serta rasa mual,Sadness
2,saya menyukai nuansa industri pada gelang yang aus dan saya terutama menyukai suede berulir,Love
0,"saya sudah merasa sedikit kesulitan karena sepertinya para pelatih dan anggota keluarga lainnya tidak banyak menyemangati atau memberi selamat kepada tim mereka, tetapi saya memutuskan untuk memberinya manfaat dari keraguan tersebut.",Sadness
3,"aku merasa tidak puas, tapi kebanyakan aku lelah dan sedikit kesal karena hanya menyelesaikan sedikit pekerjaan hari ini",Anger
1,aku merasa agak aneh karena apa yang baru saja kulihat saat berjalan pulang,Joy
0,kurasa itu karena aku merasa sedikit tidak penting dan agak bingung beberapa minggu terakhir ini,Sadness
0,aku sekali lagi mencoba melarikan diri dari apa yang kucari untuk menyingkirkan keadaanku dan lingkunganku dan dunia eksternal yang tidak adil dan tidak peduli yang aku lihat dan terima sebagai lebih besar dari diriku yang membuatku merasa menjadi korban dan tidak berdaya untuk melawannya.,Sadness
3,aku terus memikirkan bagaimana restoran yang kami pilih untuk makan malam membuat kesalahan besar dalam penjadwalan yang menyebabkan kami melewatkan film cewek hari valentine tahun ini di teater favorit kami dan itu semua membuatku merasa getir,Anger
0,saya mempublikasikan tentang entri ini saya merasa sedikit tidak menyenangkan dan belum lagi saya pikir ada baiknya untuk membagikan karya baik kami kepada orang lain,Sadness
2,"aku mendapati diriku tenggelam dalam perasaan yang hampir merupakan perspektif kekecewaan romantis, sisi pahit dari kesedihan",Love
0,"aku merasa cacat karena tidak peduli seberapa terkepung atau sendiriannya aku, aku sangat menderita sepanjang tahun ini, dibombardir oleh harapan-harapan orang lain, baik yang nyata maupun yang dirasakan.",Sadness
4,saya pikir penonton bioskop akan merasakan banyak emosi antara karakter utama yang dijanjikan hardwicke tentang hubungan antara pattinson yang berperan sebagai vampir tersiksa edward cullen dan stewart yang memerankan gadis fana biasa bella swan,Fear
1,saya merasa saya bisa menyajikan makanan lezat seperti bukan apa-apa jika saya hanya tinggal di sous chef,Joy
0,aku secara pribadi tidak terpengaruh sama sekali jadi perasaanku sendiri tidak bisa terluka,Sadness
1,saya bisa hidup dengan cara yang saya sukai,Joy
1,"saya mengabaikan jurnal mereka, tidak ada yang benar-benar mengatakannya, tetapi itulah yang saya rasakan, yakinlah bahwa saya pasti membaca postingan anda",Joy
1,"aku mengadakan uji coba pengantin pagi ini sehingga aku harus bangun setengah pagi, jadi sementara aku punya waktu luang dan merasa sangat meriah, aku memutuskan untuk memakainya dengan produk riasan mac baru yang aku beli kemarin, kalau-kalau kamu belum melihat semua gambar yang aku posting",Joy
1,saya merasa lebih baik dan sangat bersyukur atas kesehatan saya yang biasanya baik,Joy
0,saya merasa sedikit berkecil hati karena bertanya-tanya kita semua hidup bersama manusia tetapi kelangsungan hidup tampaknya begitu sulit dan sulit,Sadness
0,aku bisa membicarakan semua hal tentang tata rias dan kecantikan sepuasnya tanpa merasa seperti aku membuat siapa pun bosan sampai mati,Sadness
0,aku sebenarnya sangat menikmati pekerjaanku. aku tidak bisa membayangkan bagaimana perasaanku jika aku membencinya,Sadness
2,saya merasa sangat diterima di sini,Love
0,saya merasa diabaikan oleh pasangan saya saya merasa diabaikan oleh pasangan saya a href http www,Sadness
3,aku mendapati diriku merasa sangat jengkel,Anger
3,aku tidak peduli aku tidak pernah merasa cemburu sama sekali karena aku juga menyayangi saudara-saudaraku,Anger
0,aku hanya merasa menyesal kenapa dulu aku begitu buruk pada teman dan tidak menghargai teman sama sekali,Sadness
0,aku menghindari pergi ke ruang tamu kecuali terpaksa karena melihat koper-kopernya membuatku merasa menangis,Sadness
4,saya merasa sangat terintimidasi dan buku ini telah memperbaikinya,Fear
1,aku merasa bersemangat seperti ini,Joy
2,saya merasa dicintai karena dia membiarkan saya menunggu pekerjaan yang tepat dan memberi josh dan saya waktu untuk menyesuaikan diri di chicago sebelum harus mulai bekerja,Love
2,saya kira semua itu membuat lebih sulit untuk bersimpati terhadap seseorang yang satu-satunya penyesalannya adalah dia cukup bodoh hingga tertangkap,Love
4,saya mulai merasa cemas karena kurang tidur,Fear
4,saya merasa tertekan dan bersalah,Fear
0,aku merasa mati rasa dengan semua wahyu ini,Sadness
0,aku tidak suka menulis ketika aku merasa hidupku berantakan,Sadness
1,aku merasa cantik dan girly,Joy
3,saya tidak akan menggunakan nama aslinya karena saya tidak ingin mempermalukannya atau membuatnya merasa bersalah,Anger
2,"aku memang merasa malu atas beberapa hal yang telah dilakukan negara tercintaku selama berabad-abad, tapi aku tidak merasa bersalah karenanya",Love
3,saya tidak merasa saya terburu-buru dhawan url http www,Anger
0,aku sudah memberi tahu ibuku dan teman-temanku dan mereka semua bereaksi seolah-olah aku memberi tahu mereka bahwa aku bergabung dengan sirkus dan itu membuatku merasa sangat terisolasi,Sadness
4,saya merasa sangat malu dan takut untuk pergi,Fear
1,saya telah belajar banyak tentang diri saya sendiri yang memicu pola makan dan bagaimana hanya makan makanan yang benar-benar sehat membuat saya merasa luar biasa,Joy
5,"aku tidak akan berbohong, rasanya sangat aneh menulis ini sekarang",Surprise
0,aku merasa sangat buruk di dalam,Sadness
1,namun saya merasa bertekad untuk memberikan yang terbaik,Joy
1,"menurut saya perempuan dan anak perempuan ingin merasa mendapatkan produk yang khusus untuk mereka, jadi menurut saya menyesuaikan produk akan terus menjadi populer",Joy
1,aku ingin merasa aku berharga,Joy
3,saya mulai merasa stres dan sepertinya kami sedang merencanakan musim panas untuk orang lain kecuali diri kami sendiri,Anger
1,aku masih merasa senang pada diriku sendiri,Joy
1,aku merasakannya tapi aku tidak yakin ada orang lain yang bisa berbuat apa-apa,Joy
1,aku merasakan kerut putingku melawan udara sejuk saat dia bersandar,Joy
4,aku bertanya dengan perasaan khawatir,Fear
2,"aku sedang dalam suasana hati yang baik dan aku hanya bisa menemukan satu kesalahan pada buku sketsa ini, jadi veneq kamu mendapatkan nilai sempurna pertamaku",Love
1,"saya benar-benar ingin merasa dihargai, dihormati dan dihormati dalam suatu hubungan di mana saya berusaha keras untuk menjunjung moral dan nilai-nilai yang sangat saya junjung tinggi",Joy
1,"saya langsung tersinggung oleh perusahaan yang menggunakan kesalahan ejaan yang menurut mereka cerdik pada produk mereka, staybrite jempol kaki saya",Joy
0,"saya merasa bahwa apa yang saya lakukan sebelumnya tidak cukup dan saya tidak ingin merasa tidak bahagia, stres, cemas, kesepian, atau mudah tersinggung lagi",Sadness
3,aku merasa aku telah dianiaya oleh tuhan,Anger
4,"aku tidak punya hak, aku berkata di kepalaku untuk merasa takut, sedih, kesepian, frustrasi, diabaikan, atau dalam hal buruk apa pun, karena aku punya semua yang kubutuhkan.",Fear
1,saya mulai merasa cukup puas dengan betapa mudahnya semua itu,Joy
0,saya ingat perasaan panik pasrah,Sadness
0,"saya merasa sangat tidak tertarik untuk meneliti metode ini. saya yakin saya dapat menurunkan berat badan dengan cara yang ekstrem, tetapi seperti di masa lalu, ketika saya sangat membatasi, saya merasa kehilangan dan bahkan jika saya menjunjung program ini selama beberapa waktu, saya akan keluar dan makan seperti tidak ada hari esok dan tidak berolahraga.",Sadness
0,sepertinya aku tidak bisa melewati hari akhir-akhir ini tanpa merasa menangis dan mengasihani diriku sendiri,Sadness
0,"aku tidak merasa putus asa, aku tahu pasang surut pasti mengalir",Sadness
1,aku tidak merasa berbakat,Joy
2,aku merasa seolah-olah aku berhutang pembaruan pada pembaca setiaku,Love
1,ketika saya lulus ujian terakhir,Joy
2,aku merasa seperti diriku lagi dan aku menyukainya,Love
1,aku ingin kamu merasa dihormati tapi aku tidak pernah tahu itu akan membuatmu merasa kesepian,Joy
5,aku merasa sedikit aneh menggambarkan dia sebagai orang yang lezat,Surprise
3,"aku tahu kalau nanti kita akan memulai keluarga kita, aku merasa sangat tidak sabar",Anger
1,aku mulai merasa segar kembali,Joy
0,"aku merasa tidak enak padanya, ini perasaan yang sangat buruk",Sadness
2,aku menghabiskan beberapa menit lagi hanya untuk merasakan dan mencintai perutnya,Love
1,saya menghabiskan kuartal pertama buku ini untuk mencoba menemukan pijakan saya dan tidak benar-benar merasa yakin dengan pengetahuan saya tentang dunia sampai saya setengah jalan.,Joy
0,"aku bisa membayangkan mendapatkan pekerjaan kantoran dan segala sesuatu yang terjadi setelah itu, seperti suara karpet di bawah sepatuku, seperti yang dirasakan kursiku ketika terguling di atas karpet jelek, betapa aku akan menjadi posesif terhadap penaku.",Sadness
5,aku merasa aneh aku memeriksa kembali emosiku apakah merasa aneh,Surprise
3,"saya merasa stres, hal pertama yang saya lakukan adalah mencoba bernapas dalam-dalam dan memberi diri saya kesempatan untuk menjernihkan pikiran",Anger
1,aku merasakan rasa syukur yang begitu besar karena berada di antara komunitas yang menjalani hidup sebagai komunitas tercinta yang berjuang untuk bangkit dalam perayaan paskah.,Joy
0,saya sekarang mengerti bagaimana seseorang dapat meninggalkan bayinya yang baru lahir bersama orang tuanya selama akhir pekan dan tidak merasa sedih karenanya,Sadness
1,aku merasa bebas aku merasakan kebebasan mengapa mereka membuatmu marah,Joy
4,i junzhe tersenyum dan berkata lihat sebelum kamu berbicara mao houdun merasa malu untuk mengatakan bahwa kata-kata ini berasal dari mana datangnya,Fear
1,saya merasa puas menulis untuk diri saya sendiri,Joy
1,aku juga merasa sejuk dan nyaman,Joy
0,saya mendapati diri saya merasa dikalahkan karena perilaku tindakan tanggapan saya tidak sempurna,Sadness
4,aku ragu untuk mengatakan itu karena rasanya sangat aneh menyadari bahwa aku akan memberikan pengaruh dari dalam grup,Fear
0,saya tidak pernah merasa cukup mengisi bagian yang kosong,Sadness
1,aku ingin merasa bangga dengan siapa diriku ketika aku pergi tidur di malam hari,Joy
3,saya merasa setiap sifat keras kepala kami tidak membantu proyek ini dilakukan di komputer saya,Anger
5,"aku sangat kagum pada ciptaan tuhan, tapi akhir-akhir ini aku merasa sangat kagum pada kehendak-nya yang sempurna",Surprise
1,saya selalu merasa jauh lebih optimis ketika saya mengenakan sesuatu yang cerah,Joy
0,saya merasa trackbackping kotor http www,Sadness
5,menurutku ada perpaduan yang bagus antara pakaian bergaya resor dengan rok dan gaun yang berlimpah. aku merasa mungkin ada beberapa celana panjang yang menakjubkan di sana.,Surprise
0,saya merasa sedikit malu dengan kenyataan ini,Sadness
1,saya bersimpati padanya meskipun kita semua tahu bahwa dia adalah seorang pejuang pemberani dan pahlawan yang tak terkalahkan,Joy
1,saya merasa lagunya jauh lebih meriah baik dari suaranya maupun konten videonya yang positif,Joy
1,"aku harus menghormati perasaan itu, menurutku karena itu harus dilalui dan diterima bahwa masa depan dan masa kini yang banyak dialami oleh teman-teman sekolah lamaku, aku tidak akan mengalaminya dan itu tidak apa-apa, tapi tidak apa-apa kalau aku sedikit sedih juga.",Joy
3,aku hanya punya pisau cukur sekali pakai yang sering kali membuatku merasa tidak puas,Anger
1,"saya telah berjuang selama bertahun-tahun untuk dapat mengatakan dengan baik bagaimana ritual dan evolusi kosmis terhubung dan meskipun saya merasa sangat puas untuk dapat mengungkapkannya secara memadai untuk pertama kalinya, saya yakin beberapa pembaca tidak merasa senang seperti saya.",Joy
0,aku merasa tidak bersyukur memikirkan hal ini setelah aku baru saja menikmati dua akhir pekan yang benar-benar indah,Sadness
2,aku merasa seolah-olah kita adalah sepasang gadis sekolah yang nakal,Love
0,"menurutku yang kuinginkan hanyalah pengakuan bahwa aku juga dicintai seperti dia, perasaanku tidak sia-sia, aku berarti baginya sama seperti dia bagiku",Sadness
3,"aku sudah mengabaikannya di kesempatan lain, tapi sekarang aku merasa jengkel karena cintaku dan dukungan setiaku pada makananmu",Anger
0,yang bisa kukatakan adalah berkat yerba mate aku tidak lagi merasa grogi dan semangat kembang sepatu pasti membangunkanku,Sadness
1,aku pertama kali tiba di sini pada bulan september. aku sama sekali tidak merasa disambut di sini,Joy
4,aku akan merasa gelisah sampai semua hal ini selesai,Fear
3,aku hanya bisa merasakan kehadiran terlalu banyak jiwa yang tersiksa di tempat itu,Anger
1,"aku sudah cukup lama tidak ngeblog, ada banyak hal yang perlu kusebutkan, aku rasa postingan ini akan sangat panjang",Joy
3,aku kesal karena aku merasa kesal dengan semuanya,Anger
1,aku merasa perjalanan ini akan luar biasa meskipun kami hanya melihat setengah dari semua hal yang kalian sarankan,Joy
3,aku merasa bagian akhirnya terburu-buru dalam upaya untuk menyelesaikan semua bagian yang belum terselesaikan hampir seperti buku itu tidak boleh lebih dari x jumlah halaman,Anger
1,saya pikir perbedaan terbesar di amerika saat ini adalah perasaan umum bahwa ilmu pengetahuan lebih dihargai di amerika daripada di sini.,Joy
0,saya lakukan ketika saya merasa bersalah dengan href http douevenlift,Sadness
0,saya masih merasa sedikit malu harus menjawab pertanyaan tentang apa yang akan terjadi selanjutnya,Sadness
3,orang tua saya sedang bertengkar seperti biasanya. saya datang dan melihat kejadian itu dan menjadi marah,Anger
0,aku tahu kamu juga merasakan patah hati yang sama seperti aku,Sadness
3,"aku merasakan atau mengetahui cara untuk keluar dari lingkaran setan ini, biarkan aku dan alam semesta mengetahuinya",Anger
4,aku merasa sedikit tidak aman dengan kulitku dan ingin menutupi beberapa hal. aku menggunakan pelembab berwarna bebas minyak laura mercier,Fear
5,saya merasa terkesan bisa menghubungi sebanyak mungkin penganut agama yahudi dan memberi tahu mereka bahwa saya ingin melakukannya,Surprise
1,aku menulis blog ketika aku merasa pintar,Joy
5,aku merasakan hal-hal lucu terjadi pada wajahku dan seluruh tubuhku,Surprise
0,saya merasa sangat malu setuju menjalankan kembali ben tate a href https twitter,Sadness
0,saya ingat merasa hancur atas hilangnya patung thumbelina saya di kelas dua,Sadness
1,saya harap kalian semua merasa optimis seperti saya,Joy
5,"saya telah menemukan bahwa meskipun saya menyukai perasaan ikan di tongkat, saya tidak begitu terkesan dengan gulungan yang lebih tua",Surprise
3,"saya tahu bahwa kalimat tersebut sebenarnya salah secara tata bahasa, tetapi ada banyak tata bahasa yang terjadi dalam hidup saya akhir-akhir ini dan saya merasa memberontak.",Anger
1,saya telah setuju untuk merasa tidak nyaman dan saya telah menerima bahwa saya tidak dapat melakukan penutupan,Joy
3,saya benar-benar tidak merasa terlalu terganggu dengan derby london utara,Anger
3,aku berganti-ganti antara merasa sangat benci terhadap sistem yang disiapkan untuk melucuti kemampuanku dalam mengemudi dengan berusaha sangat keras untuk menerima kenyataan baru ini sebagai kehendak penciptaku,Anger
1,saya merasa alat yang harus saya gunakan untuk menjaga perdamaian menuntut agar situasi ditentukan juga,Joy
1,"aku ingin anak-anakku merasa diterima dan paling betah di sekitar meja suci, tidak dimatikan oleh gambaran menyimpang yang aku ciptakan tentang tuhan dan cinta murni-nya",Joy
1,aku merasa terkikik dan bodoh,Joy
3,"aku tidak punya kekuatan, merasa sangat dibenci dan tidak dicintai, tidak, aku tidak punya madu, tapi aku punya harley davidson",Anger
5,saya merasa sedikit takjub melihat bagaimana orang-orang melakukan aktivitas membaca dan mendengarkan musik secara bersamaan,Surprise
3,aku merasa sedikit iri dengan orang-orang yang sedang duduk santai di kedai kopi seperti di pagi hari,Anger
2,aku sangat ingin merasa diterima dan merasa normal di gereja. sepertinya aku tahu bagaimana perasaan yesus ya,Love
0,aku sedang menyaksikan matahari terbenam setelah pacar terakhirku meninggalkanku dan aku menyadari bahwa kami tidak akan pernah menyaksikan matahari terbenam lagi,Sadness
4,"aku merasa ini terlalu berat untuk ditangani oleh otakku sekaligus, tapi aku takut jika menunda salah satunya hanya agar hal itu menyelinap ke arahku dan tidak berjalan dengan baik hanya menyebabkan lebih banyak stres",Fear
1,aku merasa luar biasa dan mencintai diriku sendiri lagi,Joy
3,"aku merasa seolah-olah kita sedang bertengkar aku dan ovenku dan aku merasa sedikit keras kepala, suamiku tidak tahu apa-apa tentang pendekatanku ini, tidak ada apa pun tentang sikapku yang tidak mau mengalah",Anger
0,aku merasa semuanya sia-sia. aku terpotong oleh keinginan dan menumpahkan darahku. aku merasa hatiku dimengerti,Sadness
4,"aku punya rencana, aku merasa tidak terlalu terintimidasi oleh semua ini",Fear
0,aku merasa jelek saat ini aku masih bahagia,Sadness
0,aku bertanya pada diriku sendiri apakah ini nyata atau perasaanku palsu,Sadness
1,saya merasakan url item pagetype yang lezat http ifeeldelicious,Joy
2,"aku menemukan sesuatu yang luar biasa yang membuat perasaan takjub, cinta, dan rindu terpenuhi",Love
0,saya tidak merasa mereka merusak alur atau kesejukan film,Sadness
5,saya berpikir dalam hati bahwa mungkin hanya saya yang merasakan dikotomi aneh antara lahir dan batin dan orang lain tidak mengalaminya.,Surprise
1,"aku merasa lebih pendek saat berada di dekat teman-temanku yang lebih tinggi, lebih ramah di antara teman-temanku yang suka berdiam diri, dan sayangnya aku lebih menyukai gargoyle di sekitar teman-teman yang terlihat seperti bintang sinetron",Joy
3,aku merasa pada diriku sendiri bahwa itu adalah ironi palsu yang tidak tulus. akhir dari pome ini terasa datar atau setidaknya terhenti daripada menyimpulkan,Anger
3,"aku sedang duduk di sebelah seseorang yang terus-menerus batuk dan kemudian, tahukah kamu, tenggorokanku terasa kacau",Anger
0,saya benar-benar nyaman dengan diri saya sendiri dan saya benar-benar merasa sangat sia-sia,Sadness
1,saya merasa sangat gembira,Joy
1,aku merasa agak main-main,Joy
1,saya merasa bahwa seseorang di sini yang saya anggap sebagai teman hanyalah teman bagi saya karena penderitaan lezat yang saya pancarkan yang memberi mereka bahan untuk bermain poker kesengsaraan.,Joy
3,saya tidak akan merasa tersinggung seperti sekarang karena tandanya akurat,Anger
3,aku ingat merasa iri karena dia begitu riang sehingga dia bisa tidur nyenyak di halaman orang asing,Anger
3,aku merasa muak dengan apa yang telah terjadi,Anger
2,"aku sadar, aku tidak bisa merasakan pisau cukur meluncur ke atas tulang keringku atau langkan yang menopang kakiku",Love
2,aku ingin pacar hanya untuk merasa dicintai dan tidak sendirian,Love
